yarn_company_name,n
Dizzylettuce,5
Do or Dye Yarns,3
Dodgson Wood,1
Dodo Yarns,3
Doespins,3
Domaine des Nobles Alpagas,1
Dome Hill Yarns,2
Done Roving Yarns,16
Donegal Wool Spinning Company,1
Donegal Yarns,5
Dongbao,1
Donna Smith Designs,1
Doodlebirds Creations,2
Doodles in String,1
Dornröschen-Wolle,7
Dottir Dyeworks,3
Doulton Flock,3
Down Sheepy Lane,2
Downtown DyeWorks,1
Draadkracht,5
Dragon Hill Studio,1
Dragon Hoard Yarn,6
Dragon Strings,5
Dragonfly Dyewerx,4
Dragonfly Fibers,8
Dragonfly Yarn,1
Dragonkyn Fiber Arts,1
Dragons Breathe Fibre,1
Drailles - Laines des Cévennes,2
Draygone Yarnes,1
Dream Catcher Alpacas,1
Dream in Color,5
DreamPassion,6
Dreamers Yarn,2
Dreams in Fiber,5
Dreamspinners,1
Dream　(ドリーム),1
Dresow Family Farm,1
Drover & Classer,2
Drumlin Farm,1
Druzy Rising,1
Du Store Alpakka,2
Dubai Knits,3
Dublin Dye,3
Duck Duck Wool,7
Ducky Darlings Yarn,1
Dulcimer,3
Dundaga,4
Durable,15
Duramax,1
Duren DyeWorks,2
Dusty Dimples,1
Dusty Tree DyeWorks,3
Dutch Girl Yarns,1
Dutch Knitting Design,3
Dutch Wool Diva,6
Dutch Yarns,1
DutchMerino,1
Dutchess Yarns,1
Duttons Yarns Limited,1
Dye Candy,7
Dye Cauldron,2
Dye Diana Dye,4
Dye Dye Done,4
Dye For Ewe,3
Dye Happy,1
Dye Hard Fibre Arts,4
Dye House Yarns,4
Dye Lots Studio,3
Dye Mad Yarns,1
Dye Monkey Yarns,4
Dye is Cast Yarns,4
Dye-Version,9
Dye2Spin,4
DyeForWool,3
DyeForYarn,13
DyeNinja,4
Dyeabolical,4
Dyed By Hand Yarns,1
Dyed by Alfinete,5
Dyed by DaniDo,3
Dyed by Darrin,2
Dyed in the Wool Yarn Co.,1
Dyeforsocks,1
Dyehouse Yarns by Serial Knitters,4
Dyeing for Ewe,1
Dyeing to Fly,2
Dyeing to Please,2
DyeingtoKnit,1
Dyelectable Yarns,8
Dyelicious Yarn,1
Dyelot Yarns,1
DyenosaurYarns,1
Dyepot.com,4
Dyer Bear Yarns,1
Dyer Supplier,14
Dyestock Yarns,2
Dyetastic,5
Dynasty Yarn,2
Dörögdi Gyapjú,1
E. Miroglio,3
ECAFIL,1
EL. D. Mouzakis,15
EPiC,1
Eaden Yarns,1
Eagle,1
Eagle Bend Alpacas,1
Eaglemoss Collections,1
Earl Grey Fiber Co.,4
Earth Guild,7
Earth and Empress Fibers,2
Earthly Hues,3
East Anchor Yarns,1
East Hill Farm,1
Eastland Alpaca,1
Easy Home,2
Easy Knit Tricot Facile (Marotex),5
Easyknits.co.uk,18
Eat Knit and Dye,2
Echoview Fiber Mill,3
Echtstudio,1
Eco Filati,1
Eco-Friendly,1
Eco-Stitch,5
Eco-Wrapz,8
Ecobutterfly Organics,14
Ecolution,2
Ecotintes,2
Edelweiss Fibres,1
Eden Cottage Yarns,12
Edgewood Garden Studio,1
EightPP,1
Eki Riva,4
Eko handfärgade garner,4
Ekstra Motek,1
El Coyote Ranch,1
El Gato,2
El Gato Negro,4
El Robledal de la Santa,6
Elderberry Farm,2
Elemental Affects,7
Elemental Fiberworks,1
Elevate Fiber Arts,2
Elfenwolle,1
Elgin Knit Works,1
Elian,10
Elina,1
Eline & Laines,3
Elisa,4
Elitespun,3
Elizabeth Austen,5
Elizabeth's Designs,3
Ella Rae,18
Elle (Saprotex),25
Elle Tricote,2
ElleNor,8
Ellen's Half Pint Farm,4
Ellie And Ada,2
Elliebelly,14
Ellyn Cooper's Yarn Sonnets,12
Elsa Williams,1
ElsaWool,9
Elsebeth Lavold,1
Elsewhere Fibers,1
Eluded Fibres,1
Elvincraft,16
Emelilyknits,3
Emerald Lotus Fiberarts,1
EmiB tout a L'aiguille,2
Emibtoutalaiguille,1
Emilcotoni,1
Emilia & Philomene,4
Emily C Gillies,6
Emiteri Yarns,5
Emma's Yarn,5
Emmarose Yarns,1
Emmebi,2
Emotive,1
Empty Pockets Alpaca Farm,1
Emu,3
Encayarns,3
Enchanted Forest Fibers,3
Enchanted Grove Alpacas,1
Enchanted Knoll Farm,4
Enchanted Meadows,1
Enchanted Sheep,3
Enchanting Design,1
End of the World Farm,2
Englegarn,1
Equinox Yarns,1
Erdal,3
Erica Laurell,1
Erika Knight Yarns,7
EsTeresa Yarn Creations,2
Esencia,1
Esencia Tejidos,2
Esito,3
Espace Tricot,2
Essence of Autumn Yarn,5
Essential Fiber,3
Essevy,1
Estambre del Bosque,1
Estambres Karina,1
Estambres Roberto,2
Estelle Yarns,11
Esther Purl Fibers,1
Et Cetera Crafts,1
Eternity Ranch Yarns,1
Ethereal Fibers,4
Etherische Öle und Mehr,5
Ethnic Crafts Ltd,1
Etrofil,4
EuphoriaKnits,2
Euro Baby,7
Euro Yarns,5
Euro-Tex,1
Eve Chambers Textiles,1
Everbilt,1
Evergreen Fiber Works,2
Everlea Yarn,3
Evil little Goat,5
Evizen Design,1
Ewe & Lea,1
Ewe Ewe Yarns,5
Ewe Need Color,8
Ewe and Me Yarns,2
Ewe-Nited States of Fiber,2
Ewe-Phoria Yarns,2
EweMomma,2
Eweneek,1
Ewereka Yarn,2
Ewes Full Acres,1
Ewethful Fiber Farm & Mill,1
Ewetopia,8
Ex Libris Fibers,1
Excel Craft,1
Explorer Knits + Fibers,3
Expression Fiber Arts,36
FDB,1
FIBERRO,3
FILMAR S.p.a.,2
Fabel Knitwear,4
Faber & York,1
Fabiani,10
Fable Fibers,2
Fable Handknit,1
Fabulosity Yarn,1
Fabulous Fibres,2
Fabulousyarn,1
Fadenliebe,1
Faeriegrl Yarns,3
Faery Fiber,3
Fainting Goat Fiber Co.,2
Fair Isle Home Grown,1
Fair Isle Yarn,2
Faircroft,1
Fairway Fibers,1
Fairy Realm Yarns,1
Fairy Tale Yarn Co,8
Fairyblue,11
Faith Hope & Yarn,2
Faking Sanity,2
Fakta,2
Falkgarn,4
Fall Creek Fibers,2
Fall for November,3
Falls Church Fiberworks,1
FamilienDavidsen,1
Family Pendragon,1
Family Roots,7
Fancy Image Yarn,4
Fancy Tiger Crafts,1
Fangirl Fibers,1
Fangrrl Fiber Arts,2
Fantasia,3
Fantasy Fibers Yarn Co.,3
Farbenpracht-Garne,3
Farbmasche,4
Farbschimmer24,1
Farbularasa,9
Farbwechsel,5
Farm & Wuzzies,1
Farm Girl Fibers,2
Farm Girl Products,1
Farm Yarn,3
Farmable Fibres,2
Farmers Yarn,1
Farmhaus Fibres,3
Farmhouse Fibers,1
Faserliebe,4
Fashion Mill S.P.A,1
Fashionknit,1
Fat Bunny Yarn,3
Fat Hen Fibers,1
Fat Marmot Knits,1
Fat Squirrel Fibers,2
Fated Yarns,1
FeatherBrush Yarns,10
Feederbrook Farm,7
Feisty Fibres,4
Felicitas,1
Felicity Yarn Studio,1
Feliz y Punto,3
Felt Fusion,11
Felt Studio UK,2
Feria,20
Fern Bridge Farm LLC,1
Fern Fiber,6
Ferner Wolle,17
Fernhill Fleece & Fibre,1
Festival,1
Feza Yarns,2
Fiber Accent,1
Fiber Addiction,4
Fiber Art Work,1
Fiber Charmer,2
Fiber Circle Yarns,1
Fiber Ecstasies,3
Fiber Escape,1
Fiber Fangirl,3
Fiber Fetish Designs,4
Fiber Fiend,2
Fiber Hound,3
Fiber Lily,3
Fiber Me This,3
Fiber Optic Yarns,4
Fiber Options,1
Fiber Stash Dyeworks,1
Fiber Underground,1
Fiber and Art,1
Fiber and Hue,1
Fiber by Mezzo Makes,3
Fiber for the People ®,11
FiberLady,6
FiberObsessions,4
Fiberific!,3
Fibernymph Dye Works,5
Fiberpassion,14
Fiberrarium,1
FibraNatura,20
Fibras Andinas Chile S.A.,2
Fibras Urbanas,3
Fibre Alive,1
Fibre Art Studio on Granville Island,4
Fibre Carpe Diem,3
Fibre Goddess,3
Fibre Harvest,2
Fibre Naturally,1
Fibre Revolution,2
Fibre2go,4
Fibrelya,5
Fibres Exotica,2
Fibres d'Art,11
Fibrewebs,3
Fibreworks,10
Fibreworkshop,2
Ficio,2
Fidalgo Artisan Yarn & Clothing,7
Fiddle Knits,10
Fiddlesticks (Australia),11
Fidley Dyeworks,2
Fierce Fibers,3
Fiesta (Saprotex),1
Fig and Posy Fiber Co.,2
Fil Indigo,2
Fil du Bon'R,2
Fil'Amé,2
Fil-3 S.r.l.,1
Fila Doro,2
Filace Biagoli,8
Filace by Birgit Freyer,15
Filana,1
Filanda,6
Filati BE.MI.VA,1
Filati Bertagna,1
Filati Biagioli Modesto,8
Filati Bracco,1
Filati Buratti,8
Filati Deluxe,4
Filati Estambres,4
Filati FF,9
Filati Fantasia,3
Filati Italian Collection,1
Filati Mirafil,1
Filati Torre,3
Filati Tre Sfere,7
Filati da Collezione,5
Filati del Castello,1
Filati di Florence,1
Filatoмания,4
Filatura Botto Poala,9
Filatura Bracco,3
Filatura Di Crosa,19
Filatura Fabula,1
Filatura Lanarota,12
Filatura Papi Fabio,3
Filatura Sanfilo SPA,1
Filature Lemieux,3
Filature Terrade,1
Filature de la Vallée des Saules,1
Filature du Valgaudemar,11
Filcolana,7
Filentropie,2
Fili & Fili,4
Filo & Fili,1
Filo Blu,3
Filo di Dolce Lana,2
Filpucci,2
Filpucci Tricot Studio,2
Filtes Filati,1
Filtes King,9
Filtmakeriet,3
Filz & Strick,1
Finch Yarns,2
Fine Fish Yarns,2
Fine Panduro Yarn,1
Finest Yarns,2
Finetex,1
Fingerfärda,1
Finkhof,13
Finlandia,1
Fiolã,3
Fios Pingouin,16
Fios da Fazenda,6
Firefly Fiber Arts Studio,1
FireflyFibreArts,1
Fireside Yarns,1
Firesong Studio,1
Fireweed Dyeworks,3
Fireweed Fibre Co.,1
Fischer Wolle,5
Fish & Stitch,1
Fish Belly Fiber Works,6
Fisherman's Rib,1
Fishknits Yarn,4
Fistful of Fiber,1
Five Wise Owls,3
FiveYarns,4
Flagstaff Alpacas and Doe Arnot,5
Flash,1
Flat Rocks Yarn,4
Flausch,1
Flax & Twine,1
Fleabubs & Lala,2
Fleece & Harmony,6
Fleece Artist,19
Fleece Cottage Yarns,2
Fleecewood Farm,1
Fleur De Stitch’d,1
Fleur de Fiber,3
Fleurs de Laine,2
Fliskmillan Fibres,1
Flock Fibre Studio,3
Flock and Needle,1
Flora,2
Flora Fibres Yarn,1
Flora Yarns,4
Flourish Fibres,1
Fluffy Puff Alpaca,1
Fly Designs,9
Flying Colors,6
Flying Fibers,6
Flying Finn Yarns,2
Flying Gaggle Fibers,2
Flying Goat Farm,5
Flying Tiger,2
Folklore Yarns,1
Folknits,2
Folktale Fibers,4
Fonallak,1
Fondant Fibre,2
Foothills Yarn & Fiber,3
For Dyeing Out Loud,1
For the Love of Yarn,1
Forbidden Fiber Co.,7
Forbidden Fleece,3
Forest Fiber Arts,3
Forest Greener,4
Forest Hill Yarns,6
Forest Lane Fiber Co,3
Forgotten Fiber,4
Fosforos Stitch,1
Foster's Fibers,1
Fotrama,3
Foula Wool,3
Fountain City Fibers,1
Four Crows Farm,1
Four Directions Studio,1
Four Rivers Yarn & Fiber,2
Four Seasons Gründl,42
Fox & Flower,1
Fox Run Fibers,1
Fox Trail Fibre Arts,4
Fox and Feather Yarn Co,2
Foxfire Fiber & Designs,3
Foxhill Farm,6
Francis Patrick Yarn Sales,1
Francofille Knits,1
Frangipani,1
FrankeFibers,1
Frankengarn,2
Frankenskein Yarn Company,2
Frankenwolle,1
Frau Odersocke,2
Frau Wöllfchen,1
Fraya,10
Freche Wolloase,4
FreckleFaceFibers,1
Freckled Whimsy,1
Freckles & Speckles,2
Fredsminde Unika Design,1
Frelsi Farm,2
French 75,1
French Hill Farm,1
French Market Fibers,5
Fresh From the Cauldron,12
Freshisle Fibers,9
Freyalyn's Fibres & Yarns,3
Frida Fuchs,4
Friday Studios,1
Friendly Products,1
Friends,1
Frisenvang,2
FrlRiechFein,3
Froebe Fibers,1
Froehlich Wolle,1
Frog Creek Fibers,1
Frog Hair Fibers,1
Frog Tree,1
From Me To Yarn,1
From The Mountain,3
From The Shire,1
Front Porch Fibers,2
Frontier Fiber Mill,1
Frost Yarn,1
Fru Bus,1
Fru Valborg,3
Fruitcake Farm,1
Fruitful Fusion,4
Fröyd,1
Full Belly Farm,1
Full Circle Artworx,4
Full Moon Fibres,3
Fully Spun,10
Funky Carolina,3
Furls,1
Furnace Mountain Alpacas,2
Fuzz Family for Kraeo,4
Fuzzy Cactus,2
Fuzzy Fiberz,2
Fuzzy Peach Fibers,1
Fyberspates,2
FärbStoff Yarns,2
Färbergraben,1
Färbermaid Fiber Arts,1
Färgkraft,2
G-B Wolle,18
G-uld,3
G. Brouwer en Zonen b.v.,1
G. Sheller,6
GGH,18
GLAMB Yarns,2
Gabo Wool,3
Gabrics Al Joudy Yarn,1
Gaia's Treasures,3
GalPaca Farm Yarn,2
GalaWool,1
Gale Woods Farm,2
Gale's Art,2
Galeria Home,8
Galiana Creations,3
Galler Yarns,10
Galloping Jester LLC,1
Galo Yarns,3
Gam Farm Rare Breeds,1
GamerCrafting,6
Ganga Acrowools,15
Garabou(ガラ紡),1
Garage Dyeworks,3
Garance et Compagnie,2
Garden Party Fibers,1
Garden Wool & Dye Co.,2
Gardiner of Selkirk,1
Garn Garagen,4
Garn Royal,1
Garn Specialisten,2
GarnStories,8
Garna,2
Garnbutikken Fortuna,3
Garngalleriet Mikrofarveri,5
Garnglede,1
Garngrossisten,10
Garnhuset I Kinna,4
Garnlycka,1
Garnmanufaktur,5
Garnpusher.dk,3
Garnstudio,19
Garnsurr,2
Garntanten,2
Garnudsalg,36
Garnverket,1
Garnwelt,1
Garthenor Organic,9
Gaslight Dyeworks,3
Gateway Fibreworks,1
Gathered Sheep Yarns,1
Gathering Yarn,2
Gauge Dye Works,4
Gazzal,10
Gecko Yarns,6
Gedifra,9
Geek Chic,1
Geektastic Fibers,3
Geilsk,3
Gemacht Mit Liebe,1
Gemini Knits,1
Gentle Spirit Alpaca Farm,1
Georgia Yarn Company,6
Georgian Bay Fibre Co,5
Gepard Garn,11
Gerifil,1
Geros Akys,1
Gerschubie Fiber Arts,1
Gert's Glow House,1
Geszter-lánc,1
Get Knitfaced In CO,3
Gherkin's Bucket,6
Giddy Aunt Yarns,5
Giddy Yarns,3
Gifi,3
GigglingGecko Yarns,7
Gigi Bonin Hand Dyed Yarns,2
Gil et Puce,1
Gin and Tonic Yarns,2
Gingam Craft ギンガム,3
Ginger Hill Farm,1
Ginger's Hand Dyed,22
GingerSnap,5
Giraffe Knits,1
Girl on the Rocks,2
Gist Yarn,4
Give it a Whorl Fibers,1
Gjestal,20
Glendale Fibres,2
Glenfiddich Wool,1
Glenmore,3
Glenora Weaving & Wool,2
Gnome River Yarns,2
GnomeAcres,5
Gnomespun Yarn,2
Go Handmade,9
GoToYarns,2
Gobsmacked,6
Golden Eagle,4
Golden Fleece Fiber,1
Golden Sheep Fibers,1
Golden Sun,2
Goldfish Love Fibers,1
GoldingYarns,4
Golo,3
Gombolyda,1
Gomitoli's in the Mood for Knitting,3
Gomitolo Rosa,1
Good Golly Miss Olli,2
Good Karma Farm,2
Good Wool,1
Goosebump Yarn Company of Colorado,1
Goosey Fibers,3
Gotlands Spinneri,2
Gourmet Crafter Yarn,1
Gourmet Yarn,1
Gowrie Wools,1
Graine de laine,5
Grand River Yarns,1
Granitehaven Gotland,1
Graphic Dyeworks,2
Great Adirondack Yarn Co.,28
Great Bay Wool Works,1
Great British Yarns,1
Great Gradients,2
Great Lakes Hand Dyed,2
Great Ocean Road Woollen Mill,3
Great Southern Yarn,3
Great Woolly Owl,2
GreatAmericanYarn,1
GreatWool,1
GreaterGood.com,1
Green Dragon Yarns,7
Green Elephant Yarn,5
Green Eyed Monsters,6
Green Gable Alpacas,2
Green Letter Day,1
Green Mountain Spinnery,10
Green Prairie Fibers,2
Green Ray Yarn,2
Green Strings,6
Green Tea Yarns,8
Greenbow Farm Yarn,1
Greener Wool,1
Greenfield Village,1
Greenwood Hill Farm,2
Grenouille Co.,1
Greta and the Fibers,1
Grey Drizzle Fibers,5
Grey Sky Yarn,2
Grignasco,35
Grimslättgard,1
Grinning Gargoyle,4
Grinny Possum,1
Gritty Knits,2
Groove,1
Groovy Hues Fibers,6
Grunnebo,2
Grønhøj Garn,6
Gründl Wolle,20
Guilty Treasures,1
Gum Blossom Yarns,1
Gumnut Yarns,1
Gumtree Gully Alpacas,1
Gunga Din,1
Gut Heimendahl,1
Gwen Erin Natural Fibers,2
Gwenyth Glynn,1
Gypsy Stardust Yarn,1
Gypsy Wools,14
Gypsyknits,4
Gänseblümchen,1
Gústa Knitting,1
Gütermann,4
H&W Comfort-Wolle,2
H. P. Cotton Textile Mills Ltd.,1
HDYarns,1
HEA,9
HIC Librett,1
HK textilimport,1
HPKY Hand Painted Knitting Yarns,12
HW Woolworks,1
HWS Markoma,7
Habeesavers,1
Habu Textiles,72
Hageo Holland,1
Hakamaan lammastila,1
Halcyon Signature,1
Halcyon Yarn,22
HaldeCraft HandDyed,5
HalfBaked HandDyed,1
Hamanaka ハマナカ,46
Hambley,1
Hamburger Wollfabrik,22
Hampden Hills Alpacas,2
Hampton Fiber Mill,1
Hana Made It,2
Hanah Silk,1
Hanalei Hand Dyed,2
Hand Drawn Yarn,1
Hand Dyed By Kate,2
Hand Dyed Diva,1
Hand Dyed Yarn by KingBecky,4
Hand Made Modern,2
Hand-dyed Design,1
HandDrawnYarn,1
HandDyedByAllieCat,1
Handknitting.com,3
Handmade Beauty,3
Handmade By Zan,2
Handmade Travels,3
Handmaiden Fine Yarn,6
HandmaineKnits,1
Handpaintedyarn,10
Handprjon,3
Hands Products,4
Handsome Fibers,3
Handspun Hope,3
Handspun and Dyed Too,3
Handu,15
Handweberei Bernegger,1
Handy Hands,5
Hanging Rock Roost,1
Hanks In The Hood,2
Hannacroix Hamptons and Lincolns,1
Hannah Fettig,1
Hansa Farm,11
Hansanil,1
Hansen Hand Dyes,3
Happy Days Fiber Arts,2
Happy Hands Yarns,2
Happy Hank,3
Happy Hank Co.,1
Happy Hounds Alpaca Ranch,1
Happy Sheep,4
Happy Sheep Yarn Studio,1
Happy Spider,3
Happy-Go-Lucky,1
Happy-go-knitty,1
Harald Nyborg A/S,1
Harbor Fibres,2
Harbour Crochet,1
Harnie Hoolie's Designs,2
Harris Tweed and Knitwear,1
Harrison's Hand Dyed,1
Harrisville Designs,8
Hartlam,6
Hasegawa Corporation,30
"Haute Bohéme Fibers, LLC",1
HauteKnitYarn,12
Have Wool We Will Travel,1
Haven Fibre Arts,1
Haviansa,2
Havirland Yarns,3
Hawari Bazaar,2
Hawpatch Yarns,2
Hawthorne Cottage Yarns,4
Hawthorne Home Yarns,3
Hayfield,18
Hazel Knits,7
HeBeGBs,1
Headwater Wool,4
Hearthside Fibers,3
Heartland Yarn Company,1
Hearts on Fiber,3
Heartstrings Hand Dyed Yarns,1
Heather Weir,2
Heathered Handmades,3
Heathermaid,3
Heathland Knits,1
Heavenly Fiber,1
Hebridean Alpaca Company,1
Hebridean Isles Trading Company,3
Hedgehog Fibres,7
Hedgerow Yarns,4
Hedängens,1
Heidi & Lana,4
Heidi Idea,1
Heidruns Garner,1
Heikemade,2
Heimatwolle,6
Heirloom (Australia),10
Heirloom Knitting,6
Heleflo-Rendezvous der Farben,1
Helen Hamann,3
Hellcandy,1
Hello Gavriella,1
Hello Parker,1
Hello Stella Fibres,3
Hello Yarn,4
Helmivene,1
Helsingin Villakehräämö Oy,2
Helvetia Shepherds,1
Hema,8
Hemp Basics,2
Hemp for Knitting,8
Hemptique,2
Hemtex,2
Heng Yuan Xiang,1
Henlia Handmade,2
Henrichsens Uldspinderi,3
Henry's Attic,47
Heritage Hand Dyes,1
Heritage Yarns,2
Hermosa Fiber Company,4
Hero Collector Harry Potter Wizarding World,1
Herrschners,13
Herwool,2
HerzKönigin,1
Herzfasern,4
Hespa,2
Het Wolbeest,1
Hewetopia Fiber Art,1
Hey Mama Wolf,3
Hey Sister Yarn Co.,2
Hey! Yarn Hand Dyed Yarns,1
HeyJay Hand Dyed Yarns,1
HiKoo® by skacel,7
Hickory Hills Farm,1
Hickory Lane Handmade,3
Hidden Pond Yarns,1
Hidden Valley Yarn,1
Hifa,12
High Country Wool,3
High Fibre Shop,1
High Prairie Fibers,2
Higher Gills Farm,2
Highfield Textiles,5
Highland,1
Highland Alpaca,2
Highland Handmades,7
Hilados LHO,11
Hilanse,1
Hilaturas LM,3
Hilaturas Morillas,1
Hilaturas Torrijo,3
Hill Country Yarns,6
Hill Farm,1
Hill View Farm,2
Hillesvåg Ullvarefabrikk,11
Hilltop Handspun,1
Hillview Yarns,1
Hilori's Magical Yarnorium,6
Himalaya,21
Hinterland,3
HipKnitShop,3
HipKnits,1
Hippie Fibres,1
Hippy Pippy,3
Hipstrings,3
Hiraeth,3
Hircus Filati,3
Hiwassee Creek Dyeworks,1
Hjelholts Uldspinderi,7
Hjertegarn,31
Hobbii,42
Hobbledehoy,1
Hobby Lobby,13
HobbyKnit,2
Hobbyknob Farm,1
Hobbywool,1
Hobi Yarns,1
Hobipunkt,2
Hodgeling Hand Dyed Yarn,2
Hoelfeldt Lund,3
Holen Ullverksted,1
Holiday Bulgaria,1
Holiday Yarns,5
Holles Wollfärberei,1
Holly Press Fibers,4
Holly Tree Dyeworks,1
Hollyberry Designs,4
Holst Garn,2
Home,12
Home Collection,1
Home Farm Wensleydales,1
Home Spun Girls Yarns,1
Homebrew,1
Homelea Lass,1
Homemaker,5
Honey Bee Knits,1
Honey Girl Farms,7
Honey Lane Farms,2
Honkarinteen Lammastila,1
Honorwood,2
Hood Fibers,1
Hook & Light,1
Hookaholic Handspun,1
Hooker's Corner,5
Hooking Marvellous yarns,1
Hooligan Yarns,1
Hoooked,2
Hope Spinnery,1
Hopeasäie,1
Hopj'arn,1
Hopkins Fiber Studio,3
"Horizon Group USA, Inc.",1
Horstia,3
Houndstooth Fiber Arts,6
House of A La Mode,6
House of Awesome,1
House of Yarn,4
Hu Made,5
Huck & Rae Fiber Studio,1
Huckleberry Knits,17
Hudson Valley Sheep & Wool Co.,2
Hue It Hand Dyed Fibers,2
Hue Loco,4
Hues By Heather,1
Huggybear Knits,1
Hula Hut Yarns,3
Humble Acres Yarn,3
Humble Bee Knits,1
Humble Knit,3
Humboldt Colors for YARN-fun,1
Hunt Valley Cashmere,5
Hunters of Brora,2
Hunting Hall,1
Hydrangea,1
Hyena In Petticoats,2
Hygge,1
Hypothesis Yarns,2
Hélène Magnusson Yarns,6
Höner och Eir,1
I Knit or Dye,9
I Love Knitting,1
IAFIL S.p.A.,1
ILO Yarn,1
INJI Kismet Fibers,2
IR♡,1
ISPE Padova,8
ITO,14
ITOBITO,3
Ice Yarns,32
Icioway,1
Idena,9
Ihakara,1
Ihan kiva lanka,1
Ilauke,1
Illaria,7
Illimani Yarn,5
Iloyarn,4
Ilse Wolle,3
Imagiknit,3
Imagilanas,4
Imagine,3
Imperial Yarn,5
Impulse of Delight,7
In The Deep Hue Sea,4
Inaya,1
Inbalit,8
Inca,1
Inca Tops,15
Independence Street,1
Independence Wool,1
IndianSilkShop,2
Indie Belle,3
Indie Yarn Club,2
Indiecita,5
Indigo Moon,11
Indigodragonfly,22
Industria Italiana Filati,3
Ines Cabannes,1
Infiknit,2
Infinite Twist,3
Infinity Hearts,4
Infinity.Design,2
Infitex,4
Ingeborg Michels Gernsbach,5
Ingelise,1
Inner Loop Dyeworks,1
Inner Yarn Zen,3
Innuendo Fibers,2
Insouciant Fibers,1
Inspiration Dyeworks,3
Insubordiknit,2
Inter-Fox,5
InterAmerica Group,3
Interlacements,3
Inti Alpaca,1
Into The Whirled,11
Into the Void Fiber Worx,1
Intrepid Otter,1
Invictus Yarns,7
Inwollviert,1
Iona Wool,2
Iria Yarn Company,4
Iridaceae Colorworks,1
Iris,5
Irish Artisan Yarn,2
Irish Fairytale Yarns,3
Irish Girl Crafts,1
Irish Meadows,3
Irish Yarns and Crafts,1
"Irmãos Martins, Lda.",1
Iron Horse Fiber Art,2
Iron Wheel Farms,4
Ironstone,10
Ironwood Hill Farm Studios,2
Isabel Margarita Pérez,4
Isabella Dulce Hogar,1
Isager Yarn,7
Isis Fibre Arts,3
Island Alpaca of Martha's Vineyard,1
Island Fibers,4
Island Stitches,1
Island Yarn,11
Isle of Auskerry,3
Ispie,1
It's All About Ewe,2
It's a Colorful Life,1
It's a Stitch Up,4
Ital Spain Enterprises Ltd.,3
Italana,1
Italgamma Filati Fantasia,4
Itav Handelsgesellschaft mbH,1
Itessa,2
Itsyarn,1
Ivy & Autumn,1
Ivy Brambles,9
Ivy Fiber Co.,2
Ixchel,4
Ixia Filati Pregiati,5
J & H Clasgens,1
J & M Dyers,1
J C Rennie,6
J Irby Designs,1
J. Sagar,1
JES Collection,14
JJ's Specialty Yarns,1
JL Yarn,1
"Ja, Wol",1
Jaanan Lankapaja,2
Jabberwocky Farm,1
Jackalope Fibers,1
Jade Sapphire,15
Jag's Funky Fibers,1
Jager Farm Icelandics,3
JaggerSpun,14
Jalovilla,4
James C. Brett,29
Jamieson & Smith,9
Jamieson's of Shetland,8
Jan Marek Raczkowski Studio,3
Jane Stafford Textiles,14
Janet Stollnitz Silver Spring Looms,1
Jarol,6
Jawbreaker Yarns,1
Jazz Handz,1
Je Laine Yarns,1
Jean Yarn,1
Jefferson Farms Natural Fibers,1
Jefferson Yarns,1
JelliebeanYarns,2
JellybeansYarns,2
Jemark,1
Jems Luxe Fibers,4
Jen's Dream Yarn,1
Jenn Sheelen,1
Jennmark Alpacas,3
Jenny,6
Jenny Cook,1
Jenny Watson,1
Jenspun,1
Jeny Originals,1
JerryLee Farms,1
Jill Draper Makes Stuff,11
Jilly & Kiddles,3
Jimmy Beans Wool,1
Jimmy Riddles,1
Jo Sharp,3
Jo.Knit.Sew,3
Joanna Wood Paint,1
Jody Long,3
John Arbon Textiles,6
John Lewis,7
John Q,8
Johnstons of Elgin,2
Johs Garn Denmark,1
Joji,1
Jojoland,8
Jokamamo Textiles,2
Jolly Jumbuck,15
Jones & Vandermeer,1
Jord Clothing,2
Jorstad Creek,10
Jorun Garn,1
Joruns,1
Joslyn's Fiber Farm,10
Joven OÜ,1
Joy of Life,2
Joyful Spirit Yarns,1
Jubilee Yarn,5
Judi & Co.,8
Juey,1
Juleczkownia Yarn,1
Juli,1
Julie Asselin,5
JulieSpins,15
Julija,2
Jumbo,1
Junction Fiber Mill,1
June Cashmere,2
June Pryce Fiber Arts,2
JuneBug Fibers,1
Junghans Wolle,16
Juniper Moon Farm,17
Junkyarn,4
Juno Garn,1
Just Because Yarns,1
Just Our Yarn,6
Just Yarn,1
Just a Girl and Her Dog Yarns,2
JustifiablyJulia,1
Jämsän Huopatehdas,2
Järbo,21
K+C | Knit and Crochet,1
KAOS Yarn,5
KDD & Co (Kate Davies Designs),2
KING DO WAY,1
KJ Strik,1
KNIT KNIT,1
KNITLOOP,3
KNITZNPURLZ,1
KOKUYO,1
KPC Yarn,10
KS Fiber Arts,1
KT and the Squid,3
KUAS Yarns,1
KVG Woolworks,3
Kaalund Yarns,7
Kaarama Lankastudio,2
Kaia Lanas,1
Kairanga Handcrafts,1
Kakapo Creations,1
Kaloula Yarn,1
Kama Suutra Fiber Arts,5
Kamalaine,1
Kampes,11
Kamteks,13
Kanebo,5
Kangaroo,2
Kangaroo Dyer,4
Kangerlussuaq Tourism A/S,1
Karabella Yarns,26
Karachayevskiy trikotazh,1
Karen Klarbæk,2
Karen Noe Design,5
Karen's Heavenly Creations,2
Karin Oberg,1
Karlsen Import,1
