gauge_divisor,grams,id,machine_washable,min_gauge,name,permalink,rating_average,rating_count,rating_total,texture,yardage,yarn_company_name,yarn_weight_id,yarn_weight_knit_gauge,yarn_weight_name,yarn_weight_ply,yarn_weight_wpi,texture_clean,fiber_type_animal_fiber,fiber_type_id,fiber_type_name,fiber_type_synthetic,fiber_type_vegetable_fiber
4,100,203492,NA,27,Barefoot,laneras-barefoot,4.67,18,84,plied,400,Laneras,5,28,Fingering,4,14,plied,TRUE,3,Wool,FALSE,FALSE
4,50,210079,NA,21,Pima Soft,berroco-pima-soft,4.84,19,92,plied,124,Berroco,11,22,DK,8,11,plied,FALSE,1,Cotton,FALSE,TRUE
NA,100,104226,FALSE,NA,Supersoft,garnudsalgdk-supersoft,4,9,36,NA,601,Garnudsalg,7,32-34,Lace,2,NA,NA,TRUE,3,Wool,FALSE,FALSE
4,50,108995,TRUE,21,K4C Merinos,knitting-4-children-k4c-merinos,3.9,10,39,NA,113,Knitting 4 Children,11,22,DK,8,11,NA,TRUE,24,Wool,FALSE,FALSE
1,100,112222,TRUE,5,Bohemian Worsted,bohemia-fibers-bohemian-worsted,4.89,19,93,4 Ply,218,Bohemia Fibers,12,20,Worsted,10,9,4 ply,TRUE,24,Wool,FALSE,FALSE
4,100,114937,NA,14,Baby Alpaca Chaine,sol-alpaca-baby-alpaca-chaine,4.45,20,89,Chainette,200,Sol Alpaca,4,14-15,Bulky,12,7,chainette,TRUE,14,Alpaca,FALSE,FALSE
NA,100,159272,TRUE,NA,Basique DK,les-petits-points-parisiens-basique-dk,4.68,19,89,plied,273,Les Petits Points Parisiens,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
4,113,169776,TRUE,17,Soft Essentials Baby Prints,red-heart-soft-essentials-baby-prints,4.17,12,50,Baby,204,Red Heart,1,18,Aran,10,8,baby,FALSE,5,Acrylic,TRUE,FALSE
4,113,9723,NA,16,Aran 3 Ply,briggs--little-aran-3-ply,4.07,14,57,plied,183,Briggs & Little,1,18,Aran,10,8,plied,TRUE,3,Wool,FALSE,FALSE
4,50,15190,NA,24,Merino Superwash,junghans-wolle-merino-superwash,3.96,27,107,plied,175,Junghans Wolle,10,24-26,Sport,5,12,plied,TRUE,24,Wool,FALSE,FALSE
4,50,24997,NA,20,Tola,ilse-wolle-tola,4.17,12,50,plied,96,Ilse Wolle,12,20,Worsted,10,9,plied,FALSE,1,Cotton,FALSE,TRUE
4,57,10810,FALSE,24,Kaleidoscope Sport Weight,blackberry-ridge-kaleidoscope-sport-weight,4.67,18,84,plied,180,Blackberry Ridge,10,24-26,Sport,5,12,plied,TRUE,3,Wool,FALSE,FALSE
4,113,48788,NA,16,Nash Island LIGHT,starcroft-nash-island-light,4.8,30,144,plied,175,Starcroft,12,20,Worsted,10,9,plied,TRUE,3,Wool,FALSE,FALSE
NA,100,73149,NA,NA,Natural 8/1,aade-long-natural-8-1,4.53,17,77,singles,875,Aade Lõng,7,32-34,Lace,2,NA,singles,TRUE,3,Wool,FALSE,FALSE
NA,50,74511,NA,NA,Lino 100%,yarna-lino-100,4.73,15,71,"plied, linen",164,Yarna,9,NA,Thread,NA,NA,"plied, linen",FALSE,12,Linen,FALSE,TRUE
4,75,80062,NA,32,Lily (Лилия),kirov-yarn-mills-lily-liliya,4.53,15,68,plied,481,Kirov Yarn Mills,9,NA,Thread,NA,NA,plied,FALSE,1,Cotton,FALSE,TRUE
4,50,25526,TRUE,26,Perlé,monoprix-perl,3.4,15,51,plied,251,Monoprix,10,24-26,Sport,5,12,plied,FALSE,5,Acrylic,TRUE,FALSE
NA,50,26933,TRUE,30,Diamant,wolle-rdel-diamant,3.54,24,85,plied,164,Wolle Rödel,5,28,Fingering,4,14,plied,FALSE,1,Cotton,FALSE,TRUE
4,100,94442,NA,32,Carmela 15/2 Muga Silk,treenway-silks-carmela-15-2-muga-silk,4.78,32,153,Plied,750,Treenway Silks,7,32-34,Lace,2,NA,plied,TRUE,9,Silk,FALSE,FALSE
4,113,110411,NA,20,The Shepherd and The Shearer,juniper-moon-farm-the-shepherd-and-the-shearer,4.52,21,95,plied,220,Juniper Moon Farm,12,20,Worsted,10,9,plied,TRUE,3,Wool,FALSE,FALSE
NA,50,110578,TRUE,NA,Elysée Laine,madame-tricote-paris-elysee-laine,3.64,11,40,Plied,164,Madame Tricote,10,24-26,Sport,5,12,plied,FALSE,5,Acrylic,TRUE,FALSE
NA,20,120474,NA,NA,Manila Hemp Bulky (マニラヘンプヤーン),marchen-art-manila-hemp-bulky-,4.85,13,63,ribbon-like paper,55,Marchen Art,4,14-15,Bulky,12,7,ribbon-like paper,FALSE,26,Hemp,FALSE,TRUE
NA,100,124405,TRUE,NA,Kulau,bilum-hand-dyed-yarns-kulau,4.55,29,132,plied,766,Bilum Hand Dyed Yarns,7,32-34,Lace,2,NA,plied,TRUE,24,Wool,FALSE,FALSE
4,50,48326,TRUE,22,Estate,silke-by-arvier-estate,4.28,18,77,plied,127,Silke by Arvier,11,22,DK,8,11,plied,FALSE,1,Cotton,FALSE,TRUE
1,200,147817,NA,0.5,Wanderlust,knit-collage-wanderlust,4.84,19,92,"plied, handspun",30,Knit Collage,16,0-6,Jumbo,NA,0-4,"plied, handspun",TRUE,3,Wool,FALSE,FALSE
4,50,149284,TRUE,28,Loyal 4 ply,naturally-loyal-4-ply,4.21,14,59,plied,153,Naturally Yarns NZ,5,28,Fingering,4,14,plied,TRUE,3,Wool,FALSE,FALSE
1,100,51549,TRUE,8,100% Merino Self Striping Sock,fireweed-dyeworks-100-merino-self-striping-sock,4.91,23,113,plied,420,Fireweed Dyeworks,13,32,Light Fingering,3,NA,plied,TRUE,24,Wool,FALSE,FALSE
4,100,152182,TRUE,18,Eliza,scheepjes-eliza,4.53,19,86,plied,252,Scheepjes,1,18,Aran,10,8,plied,FALSE,6,Polyester,TRUE,FALSE
1,115,52074,TRUE,7,Jest Sockie Maki,play-at-life-fiber-arts-jest-sockie-maki,4.79,28,134,"2 ply, tight twist",400,Play at Life Fiber Arts,5,28,Fingering,4,14,"2 ply, tight twist",TRUE,24,Wool,FALSE,FALSE
4,50,158623,TRUE,14,Mérinos 7,bergere-de-france-merinos-7,4.18,17,71,NA,93,Bergère de France,4,14-15,Bulky,12,7,NA,TRUE,24,Wool,FALSE,FALSE
1,113,166993,TRUE,6,Soft Rock LF,blue-moon-fiber-arts-soft-rock-lf,4.89,9,44,plied,500,Blue Moon Fiber Arts,13,32,Light Fingering,3,NA,plied,TRUE,24,Wool,FALSE,FALSE
4,100,170244,TRUE,28,Longest Day Fingering,nd-yarn-company-longest-day-fingering-2,4.86,22,107,plied,438,ND Yarn Company,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
4,115,177783,TRUE,32,SW Merino Single,shirley-brian-yarns-sw-merino-single,4.89,19,93,singles,475,Shirley Brian Yarns,13,32,Light Fingering,3,NA,singles,TRUE,24,Wool,FALSE,FALSE
NA,40,70982,FALSE,NA,EX991,excel-craft-ex991,3.82,11,42,NA,98,Excel Craft,11,22,DK,8,11,NA,FALSE,5,Acrylic,TRUE,FALSE
NA,100,189528,NA,NA,Nord,raincloud--sage-nord,4.76,17,81,2 ply,383,Raincloud & Sage,5,28,Fingering,4,14,2 ply,TRUE,3,Wool,FALSE,FALSE
4,100,85298,TRUE,28,Fantasy BFL Fingering,a-stash-addict-fantasy-bfl-fingering,4.79,24,115,plied,437,A Stash Addict,5,28,Fingering,4,14,plied,TRUE,3,Wool,FALSE,FALSE
4,25,196962,NA,16,Organic Brushed Alpaca,kaos-yarn-organic-brushed-alpaca,4.8,15,72,Brushed,246,KAOS Yarn,5,28,Fingering,4,14,brushed,TRUE,14,Alpaca,FALSE,FALSE
4,100,199401,TRUE,20,Knitologie Worsted,brooklyn-boy-knits-knitologie-worsted,4.92,12,59,plied,224,Brooklyn Boy Knits,12,20,Worsted,10,9,plied,TRUE,24,Wool,FALSE,FALSE
4,100,209601,NA,20,Eco Shetland Worsted,estelle-yarns-eco-shetland-worsted,4.59,17,78,NA,300,Estelle Yarns,12,20,Worsted,10,9,NA,TRUE,3,Wool,FALSE,FALSE
NA,100,108877,TRUE,NA,Merinowolle,farbenpracht-garne-merinowolle,4.93,27,133,plied,437,Farbenpracht-Garne,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
4,115,113348,TRUE,20,DK Twist,lilou-dk-twist,4.96,24,119,"plied, high twist",251,Lilou,12,20,Worsted,10,9,"plied, high twist",TRUE,24,Wool,FALSE,FALSE
4,100,115354,FALSE,30,Velho,riihivilla-velho,4.83,12,58,Plied,380,Riihivilla,13,32,Light Fingering,3,NA,plied,TRUE,3,Wool,FALSE,FALSE
1,100,132965,TRUE,5,Superwash Worsted,mint-rain-hand-dyed-superwash-worsted,4.94,16,79,NA,220,Mint Rain Hand Dyed,12,20,Worsted,10,9,NA,TRUE,24,Wool,FALSE,FALSE
NA,100,136016,NA,NA,Victoria 2/30,biella-yarn-victoria-2-30,4.93,29,143,NA,1640,Biella Yarn,8,NA,Cobweb,1,NA,NA,TRUE,24,Wool,FALSE,FALSE
4,100,141527,TRUE,26,Fingering,sonder-yarns-fingering,4.85,13,63,plied,400,Sonder Yarns,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
4,50,145598,NA,24,Picchu,hjertegarn-picchu,4.44,9,40,plied,183,Hjertegarn,10,24-26,Sport,5,12,plied,TRUE,14,Alpaca,FALSE,FALSE
4,50,152380,TRUE,22,Merino DK,john-lewis-merino-dk,4.3,10,43,plied,127,John Lewis,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
NA,50,156195,NA,NA,Funnies - Seda Encantada,dibadu-funnies---seda-encantada,4.94,16,79,"plied, high twist",437,Dibadu,7,32-34,Lace,2,NA,"plied, high twist",TRUE,9,Silk,FALSE,FALSE
1,119,156333,TRUE,4.5,Light Worsted,mineville-wool-project-light-worsted,4.69,13,61,plied,212,Mineville Wool Project,12,20,Worsted,10,9,plied,TRUE,24,Wool,FALSE,FALSE
4,100,158272,TRUE,28,Aurora,spirit-trail-fiberworks-aurora,4.88,24,117,singles,400,Spirit Trail Fiberworks,5,28,Fingering,4,14,singles,TRUE,24,Wool,FALSE,FALSE
4,25,3053,NA,14,Cashmere Trend,schulana-cashmere-trend,4.72,32,151,plied,64,Schulana,4,14-15,Bulky,12,7,plied,TRUE,13,Cashmere,FALSE,FALSE
NA,20,18762,NA,NA,Cordonnet Spécial 100,dmc-creative-world-cordonnet-special-100,4.78,9,43,NA,472,DMC,9,NA,Thread,NA,NA,NA,FALSE,1,Cotton,FALSE,TRUE
NA,453,20611,NA,NA,8/2 Variegated Cotton,valley-yarns-8-2-variegated-cotton,4.6,10,46,NA,3360,Valley Yarns,7,32-34,Lace,2,NA,NA,FALSE,1,Cotton,FALSE,TRUE
4,100,29820,NA,24,Sportweight,thirteen-mile-lamb-and-wool-co-sportweight,4.61,18,83,plied,300,Thirteen Mile Lamb and Wool Co.,12,20,Worsted,10,9,plied,TRUE,3,Wool,FALSE,FALSE
1,100,34361,NA,5,Judy,kraemer-yarns-judy,4.38,21,92,plied,220,Kraemer Yarns,12,20,Worsted,10,9,plied,TRUE,24,Wool,FALSE,FALSE
4,100,35222,NA,22,SW BFL DK (49212),chester-wool-company-sw-bfl-dk-49212,4.74,19,90,plied,246,Chester Wool Company,11,22,DK,8,11,plied,TRUE,3,Wool,FALSE,FALSE
4,454,35444,NA,23,Kona Superwash Sport,henrys-attic-kona-superwash-sport,4.71,14,66,plied,1490,Henry's Attic,10,24-26,Sport,5,12,plied,TRUE,24,Wool,FALSE,FALSE
4,100,12971,TRUE,24,Effects Camouflage,carnival-effects-camouflage,3.19,16,51,Plied,339,Carnival,11,22,DK,8,11,plied,FALSE,5,Acrylic,TRUE,FALSE
4,100,47786,TRUE,13,Pronto,mondial-pronto,4,17,68,Plied,129,Mondial,4,14-15,Bulky,12,7,plied,FALSE,5,Acrylic,TRUE,FALSE
4,50,22305,FALSE,22,Casual,eki-riva-casual,4.58,26,119,Plied,109,Eki Riva,11,22,DK,8,11,plied,TRUE,14,Alpaca,FALSE,FALSE
NA,50,23354,FALSE,23,Baby Soft,lammy-yarns-baby-soft,4.08,12,49,Plied,208,Lammy Yarns,11,22,DK,8,11,plied,FALSE,5,Acrylic,TRUE,FALSE
4,100,81217,NA,18,Merino Worsted,fios-da-fazenda-merino-worsted,4.56,27,123,singles,210,Fios da Fazenda,12,20,Worsted,10,9,singles,TRUE,24,Wool,FALSE,FALSE
4,100,81327,TRUE,28,Super Perlee,yarnart-super-perlee,4,9,36,plied,437,YarnArt,5,28,Fingering,4,14,plied,FALSE,5,Acrylic,TRUE,FALSE
4,100,90097,NA,24,100% Merino extra fine,ponderosa-100-merino-extra-fine,4.75,28,133,plied,339,PondeRosa,10,24-26,Sport,5,12,plied,TRUE,24,Wool,FALSE,FALSE
1,113,96172,TRUE,5,Chincoteague Colors Channel Collection,carodan-farm-chincoteague-colors-channel-collection,4.87,30,146,plied,250,Carodan Farm,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
4,100,98316,TRUE,24,Juicy Sport,candy-skein-juicy-sport,4.84,19,92,plied,274,Candy Skein,10,24-26,Sport,5,12,plied,TRUE,24,Wool,FALSE,FALSE
NA,25,113410,NA,NA,Grýla Tvíband,helene-magnusson-gryla-tviband,4.55,20,91,NA,122,Hélène Magnusson Yarns,13,32,Light Fingering,3,NA,NA,TRUE,3,Wool,FALSE,FALSE
NA,25,113410,NA,NA,Grýla Tvíband,helene-magnusson-gryla-tviband,4.55,20,91,NA,122,Hélène Magnusson Yarns,13,32,Light Fingering,3,NA,NA,TRUE,3,Wool,FALSE,FALSE
4,50,116023,NA,22,Indochine,lantern-moon-indochine,4.45,31,138,NA,134,Lantern Moon,11,22,DK,8,11,NA,TRUE,9,Silk,FALSE,FALSE
NA,100,47262,NA,NA,Linen Laceweight,artisan-yarns-linen-laceweight,4.48,21,94,"plied, linen",612,Artisan Yarns,7,32-34,Lace,2,NA,"plied, linen",FALSE,12,Linen,FALSE,TRUE
4,100,47442,FALSE,36,Baby Alpaca Lace,eki-riva-baby-alpaca-lace,4.36,28,122,Plied,875,Eki Riva,7,32-34,Lace,2,NA,plied,TRUE,14,Alpaca,FALSE,FALSE
4,100,53438,TRUE,24,Baby Softspun DK,teddy-baby-softspun-dk,3.95,19,75,Soft,300,Teddy,11,22,DK,8,11,soft,FALSE,5,Acrylic,TRUE,FALSE
4,115,159840,TRUE,16,SW Merino Worsted,subculture-yarn-sw-merino-worsted,4.94,17,84,plied,210,Subculture Yarn,12,20,Worsted,10,9,plied,TRUE,24,Wool,FALSE,FALSE
4,100,168105,NA,28,Northiam,kettle-yarn-co-northiam,4.71,21,99,plied,437,Kettle Yarn Co.,5,28,Fingering,4,14,plied,TRUE,3,Wool,FALSE,FALSE
4,120,168301,NA,22,Summer Temptation,laines-du-nord-summer-temptation,3.68,25,92,singles,371,Laines du Nord,10,24-26,Sport,5,12,singles,FALSE,1,Cotton,FALSE,TRUE
4,100,172858,NA,22,Organic Merino DK,viola-organic-merino-dk,4.93,27,133,plied,246,Viola,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
4,115,173036,TRUE,22,Merino DK,akara-yarns-merino-dk,4.8,20,96,plied,260,Akara Yarns,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
4,100,173096,NA,29,Ethiopian Cotton,handspun-hope-ethiopian-cotton,4.19,21,88,"plied, handspun",367,Handspun Hope,10,24-26,Sport,5,12,"plied, handspun",FALSE,1,Cotton,FALSE,TRUE
4,100,66803,NA,28,Merino Extrafein,wolle-kunterbunt-merino-extrafein,4.78,18,86,plied,437,Wolle Kunterbunt,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
1,100,70245,FALSE,6.75,Baby merino lace,sheepland-baby-merino-lace,4.69,16,75,"single, even",1090,Sheepland,7,32-34,Lace,2,NA,"single, even",TRUE,24,Wool,FALSE,FALSE
4,50,188541,TRUE,22,Meg Multico,distrifil-meg-multico,4.33,12,52,NA,142,Distrifil,11,22,DK,8,11,NA,FALSE,5,Acrylic,TRUE,FALSE
4,250,190016,NA,26,Diva Ombre Batik,alize-diva-ombre-batik,4.81,16,77,plied,957,Alize,5,28,Fingering,4,14,plied,FALSE,11,Microfiber,TRUE,FALSE
NA,25,92048,NA,NA,Galaxy,lanartus-galaxy,4.26,19,81,carry along,355,Lanartus,9,NA,Thread,NA,NA,carry along,FALSE,6,Polyester,TRUE,FALSE
4,100,206577,TRUE,21,Capri Tencel,loops--threads-capri-tencel,4.6,15,69,plied,273,Loops & Threads,11,22,DK,8,11,plied,FALSE,28,Tencel,FALSE,TRUE
4,50,127223,TRUE,22,Bomull Soft,nille-bomull-soft,3.1,10,31,plied,147,Nille,11,22,DK,8,11,plied,FALSE,1,Cotton,FALSE,TRUE
NA,50,127955,TRUE,NA,AIDA 20,anchor-aida-20,4.42,12,53,6-ply,437,Anchor,9,NA,Thread,NA,NA,6-ply,FALSE,1,Cotton,FALSE,TRUE
4,100,128102,NA,22,Lavish,one-twisted-tree-lavish,4.92,12,59,plied,271,One Twisted Tree,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
4,25,136029,NA,28,Bejeweled Sequin,yarn-bee-bejeweled-sequin,3.64,14,51,plied,328,Yarn Bee,9,NA,Thread,NA,NA,plied,FALSE,6,Polyester,TRUE,FALSE
4,100,136237,NA,28,Starlight,mrs-robinsons-hand-dyed-yarns-starlight,4.89,9,44,plied,481,Mrs Robinson's Hand Dyed Yarns,13,32,Light Fingering,3,NA,plied,TRUE,24,Wool,FALSE,FALSE
4,125,140826,NA,18,100% North Ronaldsay Wool Aran,a-yarn-from-north-ronaldsay-100-north-ronaldsay-wool-aran,4.84,19,92,plied,170,A Yarn from North Ronaldsay,1,18,Aran,10,8,plied,TRUE,3,Wool,FALSE,FALSE
4,150,158157,TRUE,18,Flowerdale,sean-sheep-flowerdale,4.21,14,59,plied,287,Sean Sheep,1,18,Aran,10,8,plied,FALSE,5,Acrylic,TRUE,FALSE
4,100,436,TRUE,8,Puffy,karabella-puffy,4.29,24,103,NA,54,Karabella Yarns,6,7-12,Super Bulky,NA,5-6,NA,TRUE,3,Wool,FALSE,FALSE
NA,50,2746,TRUE,NA,Sissy 10,steinbach-wolle-sissy-10,4.22,9,38,NA,305,Steinbach Wolle,9,NA,Thread,NA,NA,NA,FALSE,1,Cotton,FALSE,TRUE
4,50,39327,TRUE,12,Cosmo,mayflower-cosmo,4,13,52,plied,68,Mayflower,6,7-12,Super Bulky,NA,5-6,plied,TRUE,3,Wool,FALSE,FALSE
4,100,49043,TRUE,28,Weatherfield,ball-and-skein-weatherfield,4.81,21,101,plied,400,Ball and Skein,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
1,115,50168,TRUE,7,Shiva,kama-suutra-fiber-arts-shiva,4.73,22,104,plied,425,Kama Suutra Fiber Arts,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
NA,25,51319,FALSE,NA,Paillettes,katia-paillettes,3.7,23,85,Plied,180,Katia,7,32-34,Lace,2,NA,plied,FALSE,6,Polyester,TRUE,FALSE
NA,114,15622,FALSE,NA,2-Ply 100% Wool,belle-vallee-wools-2-ply-100-wool,3.89,18,70,plied,200,Belle Vallée Wools,11,22,DK,8,11,plied,TRUE,3,Wool,FALSE,FALSE
4,50,56962,TRUE,21,Pure Cotton DK,colourspun-natural-designer-yarns-pure-cotton-dk,4.81,21,101,Plied,137,ColourSpun Natural Designer Yarns,11,22,DK,8,11,plied,FALSE,1,Cotton,FALSE,TRUE
4,50,19468,FALSE,28,Hand Dyed Knitting Wool - Sock/4ply,angels--elephants-hand-dyed-knitting-wool---sock-4ply,4.29,21,90,NA,184,Angels & Elephants,5,28,Fingering,4,14,NA,TRUE,3,Wool,FALSE,FALSE
4,50,68751,TRUE,20,Extrafine Merino Superwash,yarns-northwest-extrafine-merino-superwash,4.23,26,110,plied,125,Yarns Northwest,12,20,Worsted,10,9,plied,TRUE,24,Wool,FALSE,FALSE
4,1000,24483,NA,26,Spelsau lamullgarn,hoelfeldt-lund-spelsau-lamullgarn,4.56,18,82,plied,3828,Hoelfeldt Lund,13,32,Light Fingering,3,NA,plied,TRUE,3,Wool,FALSE,FALSE
4,100,24791,NA,22,Bluefaced Leicester DK,evoke-hand-dyed-yarn-bluefaced-leicester-dk,4.5,14,63,plied,246,evoke hand dyed yarn,11,22,DK,8,11,plied,TRUE,3,Wool,FALSE,FALSE
NA,453,85810,NA,NA,Rayon Chenille (Solids),valley-yarns-rayon-chenille-solids,3.25,12,39,NA,1450,Valley Yarns,5,28,Fingering,4,14,NA,FALSE,4,Rayon,TRUE,FALSE
NA,100,25385,FALSE,NA,BFL DK,elvincraft-bfl-dk,4.85,20,97,NA,246,Elvincraft,11,22,DK,8,11,NA,TRUE,3,Wool,FALSE,FALSE
4,50,108272,NA,25,Soie,bergere-de-france-soie,4.38,16,70,plied,180,Bergère de France,10,24-26,Sport,5,12,plied,TRUE,9,Silk,FALSE,FALSE
4,40,34136,NA,18,Fuuga (フーガ),hamanaka-fuuga-,4.16,19,79,plied,131,Hamanaka ハマナカ,1,18,Aran,10,8,plied,TRUE,3,Wool,FALSE,FALSE
4,100,124197,NA,28,Merino Sock 4 ply,fios-da-fazenda-merino-sock-4-ply,4.76,21,100,plied,427,Fios da Fazenda,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
4,100,135474,TRUE,22,Basics DK (Solids),dy-choice-basics-dk-solids,4.36,14,61,plied,328,DY Choice,11,22,DK,8,11,plied,FALSE,5,Acrylic,TRUE,FALSE
NA,100,148095,NA,NA,Delia,yoshi-and-lucy-delia,4.92,26,128,Plied,218,Yoshi and Lucy,12,20,Worsted,10,9,plied,TRUE,24,Wool,FALSE,FALSE
4,50,152365,NA,28,Canach,uist-wool-canach,4.77,30,143,plied,180,Uist Wool,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
4,120,160101,TRUE,26,Tin Roof Single,roots--rain-yarns-tin-roof-single,4.89,18,88,Single ply,502,Roots & Rain Yarns,13,32,Light Fingering,3,NA,single ply,TRUE,24,Wool,FALSE,FALSE
4,125,160414,NA,26,Elena,emilia--philomene-elena,4.88,8,39,plied,547,Emilia & Philomene,13,32,Light Fingering,3,NA,plied,TRUE,3,Wool,FALSE,FALSE
4,56,167200,NA,32,Saratoga,mountain-meadow-wool-saratoga,4.72,18,85,plied,250,Mountain Meadow Wool,7,32-34,Lace,2,NA,plied,TRUE,24,Wool,FALSE,FALSE
4,115,173554,NA,22,Lux DK,gingersnap-lux-dk,5,14,70,plied,280,GingerSnap,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
NA,120,62919,NA,NA,Algodão Egípcio,tricots-brancal-algodao-egipcio,4,5,20,plied,656,Tricots Brancal,9,NA,Thread,NA,NA,plied,FALSE,1,Cotton,FALSE,TRUE
4,100,175106,NA,22,BFL DK,sugarplum-circus-bfl-dk,4.95,22,109,plied,246,Sugarplum Circus,11,22,DK,8,11,plied,TRUE,3,Wool,FALSE,FALSE
4,100,177477,NA,21,Ollagua,araucania-ollagua,4,21,84,plied,280,Araucania,11,22,DK,8,11,plied,FALSE,12,Linen,FALSE,TRUE
4,100,68002,NA,14,Mill Shop Pure Wool 12ply,australian-country-spinners-mill-shop-pure-wool-12ply,4,10,40,plied,107,Australian Country Spinners,4,14-15,Bulky,12,7,plied,TRUE,3,Wool,FALSE,FALSE
4,100,183816,NA,22,Merino Dream ®,cascade-yarns-merino-dream-,4.62,13,60,NA,437,Cascade Yarns ®,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
4,120,184167,TRUE,16,Overjoyed,easy-knit-tricot-facile-marotex-overjoyed,3.41,17,58,plied,157,Easy Knit Tricot Facile (Marotex),4,14-15,Bulky,12,7,plied,FALSE,5,Acrylic,TRUE,FALSE
NA,100,80822,TRUE,NA,Stable of Horses Worsted,alisha-goes-around-stable-of-horses-worsted,4.63,24,111,"Multiple plies, smooth",200,Alisha Goes Around,12,20,Worsted,10,9,"multiple plies, smooth",TRUE,24,Wool,FALSE,FALSE
4,100,191959,TRUE,19,Anti-Pilling Everyday Medley,premier-yarns-anti-pilling-everyday-medley,4.58,12,55,plied,219,Premier Yarns,12,20,Worsted,10,9,plied,FALSE,5,Acrylic,TRUE,FALSE
4,100,90993,FALSE,18,BFL DK,lioness-arts-bfl-dk,5,18,90,NA,245,Lioness Arts,11,22,DK,8,11,NA,TRUE,3,Wool,FALSE,FALSE
NA,250,201966,TRUE,NA,Sheepy,bernat-sheepy,3.92,13,51,NA,149,Bernat,6,7-12,Super Bulky,NA,5-6,NA,FALSE,2,Nylon,TRUE,FALSE
NA,100,94395,TRUE,NA,Folktale,fable-fibers-folktale,4.31,13,56,NA,400,Fable Fibers,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
4,100,206731,NA,32,Méara,olann-hand-dyed-in-ireland-meara,4.92,12,59,plied,459,Olann Hand Dyed in Ireland,13,32,Light Fingering,3,NA,plied,TRUE,24,Wool,FALSE,FALSE
4,50,98246,NA,20,Merino,knitca-merino,3.18,11,35,plied,110,Knitca,12,20,Worsted,10,9,plied,TRUE,24,Wool,FALSE,FALSE
4,50,106452,TRUE,22,Extra Soft Merino Color,schachenmayr-select-extra-soft-merino-color,4.48,25,112,plied,142,Schachenmayr select,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
4,50,122593,NA,32,Fin Alpaka,garn-garagen-fin-alpaka,4.75,4,19,NA,437,Garn Garagen,7,32-34,Lace,2,NA,NA,TRUE,14,Alpaca,FALSE,FALSE
4,100,124283,TRUE,20,Comfort,lydia-comfort,4.94,16,79,plied,220,LYDIA,12,20,Worsted,10,9,plied,TRUE,24,Wool,FALSE,FALSE
4,50,124704,NA,22,SUPERFINE Alpaka,alpakamia-superfine-alpaka,4.54,24,109,plied,109,alpakamia,11,22,DK,8,11,plied,TRUE,14,Alpaca,FALSE,FALSE
NA,100,126545,TRUE,NA,Lithuanian Linen 1ply,siulas-lithuanian-linen-1ply,4.6,10,46,singles,1952,SIŪLAS,8,NA,Cobweb,1,NA,singles,FALSE,12,Linen,FALSE,TRUE
NA,100,129839,NA,NA,Liebelei,wollfaktor-liebelei,5,21,105,NA,400,Wollfaktor,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
4,100,136350,NA,23,Distinctly Alpaca Sport 2ply,black-wolf-ranch-distinctly-alpaca-sport-2ply,4.47,19,85,plied,290,Black Wolf Ranch,10,24-26,Sport,5,12,plied,TRUE,14,Alpaca,FALSE,FALSE
4,500,141517,NA,28,4 Ply Acrylic,marriner-4-ply-acrylic,3.91,11,43,plied,2132,Marriner,5,28,Fingering,4,14,plied,FALSE,5,Acrylic,TRUE,FALSE
NA,150,145106,TRUE,NA,Self Stripe Yoke,the-yarn-therapist-self-stripe-yoke,4.72,29,137,4 ply,300,The Yarn Therapist,12,20,Worsted,10,9,4 ply,TRUE,24,Wool,FALSE,FALSE
NA,100,153781,NA,NA,merino singles,wobble-gobble-merino-singles,5,21,105,NA,400,Wobble Gobble,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
4,100,157510,NA,26,Arvesølv,ystab-gull-arveslv,5,2,10,plied,344,Ystabø Gull,10,24-26,Sport,5,12,plied,TRUE,3,Wool,FALSE,FALSE
