yarn_company_name,n
Canadian Ewe,2
Canan,7
Candy Apple Lane,14
Candy Coated Yarn,2
Candy Corn Yarns,2
Candy Hoeschen Fiber Artist,2
Candy Pants,3
Candy Shoppe Yarns,4
Candy Skein,13
Candy Wool,8
CandyFibers,1
Candyflossyarn 棉花糖手染线,1
Canetta,3
Canguro Wool,3
Canna Creations,2
Canon Hand Dyes,66
Cantering Crow Colorworks,1
CapLaine - La Boutique,4
Cape Cod Yarns,2
Cape May Fiber ™,11
Cape Mohair,3
Capistrano Fiber Arts Studio,1
Capricorn Yarns,3
Cardiff Cashmere,10
Cardigang,1
Caress Luxury Yarns,7
Cariad Fiber Art,1
Cariad Yarn,7
Cariaggi,34
Caricia,1
Carina,1
Carlton Yarns,7
Carnival,9
Caro,1
Carodan Farm,12
Carolina Homespun,1
Carolyn's Kitchen,1
Caron,32
Carpe DyeEm,1
Carraig Donn,1
Carrefour,1
Carriage House Woolens,6
Carstarphen,1
Cartref Yarn,2
Caryn's Creations,2
Casa Holandesa,1
Casa Rosa Farms,1
Casa del Filato,7
CasaGrande,6
CasaSol,21
Cascade Rose Alpacas,1
Cascade Yarns ®,137
Caserita,2
Cashmere Cave,1
Cashmere People Yarns,5
Cashmere Treats,3
Cashmere and Coconuts,2
Cashmeres by Kate,4
Cassiemarie,2
Cassiopeia Yarns,3
Cast On,1
Cast On Cast Off Yarn,1
Cast on Castaway,1
Castelltort,1
Castle View Yarns,3
Casual Fashion Queen,9
Cat & Sparrow Australia,6
Cat Mountain Fiber Arts,15
Cat Sandwich Fibers,10
Cat Sock Fibers LLC,2
Cat Tails,10
Cat and Sparrow UK,11
Catawampus Farm,8
Catherine Earnshaw,4
Catherine Lowe Couture Yarns,10
Catherine van Laake,3
Catnappin Indie Yarn,3
Catrins Wolleoase,2
Cats and Roses Artisan Yarns,2
Catskill Merino,5
Cauldron of Colours,1
Cavey Family Sheep and Wool Company,1
Cavyshops,6
CeCe's Wool,10
Ceaberry's Haberdashery,2
Ceallach Dyes,8
Cecily Grove Yarns,4
Cedar Hill Farm Company,7
Cedar Hollow Farm Alpacas,1
Cedar House Yarns,8
Cedar Wool Farm,1
Ceilidh House Farm,1
Celebi,7
Celebrate It,1
Celestial Strings,11
Celia's Basket,6
Celine Lin,1
Celtic Memory Yarns,1
Celtic Raven Fibres,1
Centor Warenhandelsgesellschaft GmbH,2
Central Fios,1
Centro de Textiles Tradicionales del Cusco,1
Century Miori ( 世纪美织),1
Cerro Mojino Woolworks,1
Cesium Yarn,1
Cestari,19
ChainChix,1
Chaleur Hand Dyed Yarn,2
Chameleon Colorworks,4
Chamomile Connection,2
Changeling Coloured Yarns,5
Chaos Fiber Co,11
Chappy Yarn,11
Chara Craft and Yarn,1
Charity (Saprotex),4
Charles Fox & Co. Ltd.,1
Charlevoix Pure Laine,1
Charlie Button Yarns,3
Charlotte & Gus,1
Charlotte Lewis,4
Charlotte Yarn Hand Dyed,1
Charlton Alpacas,1
Charmed Yarns,1
Charming Ewe,3
Charmis,1
Chasing Acorns,1
Chasing Clouds,3
Chasing Rainbows Dyeworks,17
Chaska,7
Chassagne Farm,1
Chat Pelote et Cie,5
Chebaca Yarns,2
Cheeky Yarns,1
Cheerfully Planted,1
Chefwol's Finest,1
Cheil Industries,1
Cheksil,1
Chelle Colorado,1
Chelsea Luxe,19
Cherie Anne Designs,2
Cherrie's Essentials,2
Cherry Blossom Fibers,4
Cherry Hill Alpacas,1
Cherry Pie Cottage,4
Cherry Tart,1
Cherry Tree Hill Yarn,43
Cherryhillsyarn,1
Cheryl Ann's Colors,1
Cheryl Oberle,5
Chester Knits,6
Chester Wool Company,116
Chestnut Bay Fibers,1
Chestnut Cabin,10
Chestnut Fibers,1
ChevGirl Designs Yarn,3
Cheval Blanc Official,43
Chewy Spaghetti,8
Chiaki Knit,1
Chiaroscuro Dye Lab,4
Chick (Saprotex),3
Chick Ashby,5
Chicka Chic,1
Chicken Coop Dyeworks,17
Chicken Knits,1
Chicken Lady Fiber Arts,2
Chicken Wishes,2
Chickeninthewoods,3
Chicori Yarn,1
Chic~Tex for Yarns,1
Chile Sheep Wool,1
ChileKnitz,15
Chili Gredelin,23
Chilla Valley Alpaca,3
Chiltern,2
China Cashmere,1
Chinese Royal Yarns,3
Chinook Winds Bison Yarn and Fibers,1
ChintzPies,4
Chioggia,1
Chipknits Fiber Co,5
Chopped Ginger Wool Project,5
Chopped Tomatoes,8
ChrisTuTuSun,2
ChristalLK,1
Christel Seyfarth,4
Christelle Tricote,3
Christi's Choice,1
Christie Archer Design,3
Christopher Sheep Farm,4
Chroma Fiber,2
Chroma Yarns,9
Chromatic Yarns,8
Chromatique,2
Chromatizo Duo,1
Chromophore Yarns,2
Chrysalis Yarn Co.,13
Chubs & Squeak,1
Chuckanut Bay Yarns,2
Chumpling Crafts,2
Chunky Punky,3
Ciccoleto,1
Cigno Nero,12
Cindercilla,1
Cindercilla Yarn,3
Cinematic Skeins,1
Cinnabar Pink,9
Cinnamon's Dye Pot,2
Circle R Lamb,2
Circulo Yarns,74
Circus Tonic Handmade,20
Cisne,62
Citronille,3
CitySpun,1
Citywool,4
Claire Nettleship,1
Clan Stewart,1
Clara Falk,2
Clara Yarn,12
Clark & Elle,7
Classic Park Alpaca Stud,1
Classic Yarn,6
Claudia Hand Painted Yarns,13
Cleckheaton,6
Cleckheaton AYC,1
Clementine & Thread,3
Cleo Garn,11
Cleverchook,2
Clicky Needles,2
Clifton Wool 'n' Things,1
Clifton Woolens,1
Clinton Hill Cashmere Company,3
Cloud 9 Fiberworks,11
Cloud Forest Yarns,3
Cloud9 Fibers,5
Cloudberry Yarns,1
Cloudborn Fibers,3
Cloudlover Yarn & Fiber,23
Cloven Pine,1
Clover,11
Clover Cottage Yarns,1
Cloverdale Cottage,1
Cloverworks Farm,2
Club Tissus Solstice,2
Clutch,1
Coach House Yarns,2
Coast to Coast Yarn Co.,16
Coastal Colours UK,11
Coastal Colours Yarn,1
Coastal Yarns,4
Coastline Fiber Arts,1
Coates & Co. Fiber,4
Coats,24
Coats Ancora,1
Coats Cucirini,1
Coats Fabra,1
Coats India,2
Coats Manila Bay,3
Cobb Cabin Crafts,3
Cobblestone Creek Farm,5
Cobun Creek Farm,1
Cobweb Yarns,1
Cocktail de Cores,2
Coco Alpacas,1
Coed Mawr Woolen Mill & EEC,1
Coeur d'Alene Yarns,1
Coeur d’Alene Yarns,2
Coffee with the Fool,3
Coffelt's Farm,1
Cog Yarns,4
Colagirl Collective,10
Colca Fashions,1
Cold Springs Creations,3
Coldharbour Mill,8
Colinette,16
Colinton Angoras,1
Colinton Australia,4
Collection Francaise,1
Collection Marika,1
Colleen's Crafts,1
Collier and Black,5
Colliston Yarns,1
Colonial Fiber Arts,1
Colonial Williamsburg,1
Color City,18
Color Craze Fiber,7
Color Dance Yarns,7
Color Fest Fiber Arts,1
Color Me Happy,2
Color Me Sheepish,2
Color Notes Yarn,8
Color Theory Fiber Company,2
Color Wheel Yarns,7
Color of the Moon,4
ColorGradient,1
ColorJoy by LynnH,3
ColorMeTwisted,1
ColorOfMyFiber,2
ColorPlay Fibers,1
ColorPurl,16
ColorShift,3
ColorSocks,2
ColorWae Fiber Arts,1
Colorado Native Yarns,1
Colorado Yarns,4
Coloraturable Dyeworks,1
Colorbug Yarns,5
Colored Jules Wool on the Web,1
Colored by Kristi,6
Colorfield Farm,1
Colorful Deer,2
Colorful Eclectic,11
Colorful Nest,2
Colorful Sheep,1
Colorful Yarn,3
Colorful Yarn Creations,1
ColorfulLmadeshop,1
Colori naturali,11
Colorimetry,7
Coloring Book Yarns,2
Colorista,11
Colormusing,1
Colorplay Fiber Studio,2
Colors to Dye For,2
Colorstorms,4
Colorways,1
Colorworks by Debi,2
Colosco Wool&Fibers,7
Colour Adventures,43
Colour Redefined,3
Colour Story Yarns,2
Colour by Me/tres/,4
ColourMart,724
ColourSpun Natural Designer Yarns,10
Colourful Creativity,7
Colourful Designs,1
Colourplay Fibers,1
Colours of Caithness,1
Colque,1
Comanov,1
Comeragh Yarns and Fiber,2
Comfort Wool Co.,21
Comfort and Joy,10
Comfy Cozy Knits,7
Comma Chameleon Yarn Co.,11
Confectionary Creations,3
Coniston Fibres Ltd,1
Conjure Yarns,4
Connemara Clothing Company,2
Connie Taylor,1
Convent and Chapel,3
Conversational Threads,5
Conway+Bliss,4
Cooke Creek Sheep Co.,2
Cookie A,2
Cookston Crafts,9
Cool Buddha Tonic,1
Cool Cat Fiber Works,2
Coolclimates,2
Coolree,16
Coonie's Wolle,17
CoonieKnits,19
Coop,10
Coop Danmark A/S,4
Coop Extra,1
CoopKnits,2
Cooperativa sociale di solidarietà La Vela,1
Cooperative Ar Arvijin Delgerekh,1
Coordinated Colors,1
Copper Centaur Studios,8
Copper Moose,1
CopperPot Woolies,1
Coproca Bolivia,2
Cora's,1
Coral,1
Cords & Cobwebs,2
Corgi Hill Farm,13
Corna,5
Cornbread and Honey,15
Cornelia Hamilton Yarns,4
Cornish ECO,1
Cornish Organic Wool,2
Cornish Wools,4
Coron,1
Corralito Yarns,1
Coruja,3
Corvid Fiber Co.,2
Cosmic Fibers Yarn,17
Cosmic Strings,8
Cosmicpluto,1
Cosmos Yarns,1
Cosy Posy Yarn Co.,8
Cosy Toes Woolens,1
Cottage Craft Angora,14
Cottage Fiber,1
Cottage Folk Yarns,2
Cottage Knits,2
Cotton Clouds,4
Cotton Fields,1
Cotton House Store,7
Cotton Kings,11
Cottonflowers Yarns,2
Couleurs Mouton,9
Couleurs locales,2
Countess Ablaze,2
Counting Sheep Yarns,1
Country Classic,1
Country Comfy,1
Country Mouse Yarns,4
Country Roads Yarns,1
Country Yarns,4
Countrywide Yarns,21
County Alpacas,1
Covered Bridge Farm,1
Cowgirlknitz,3
Coyote Trail Farm & Fiber Mill,2
Cozy Color Works,6
Cozy Hearth Yarn Works,1
Cozy Spirit,1
Crabapple Farm,1
Crabapple Yarns,14
Craft House Magic,6
Craft Me Happy,1
Craft Me Knot Yarn Co.,9
Craft Smart,8
Craft.Two.Three,4
Crafternoon Treats,14
Crafters Choice,1
Crafters Square,3
Craftfulness,2
Crafticorn,1
Craftily Dyed Yarn,3
Crafting my Chaos,2
Craftiss,1
Craftmangler,2
Craftmax,3
Crafts,9
Crafts N Creations,1
CraftsMeow,7
Craftspun Yarns,2
Craftsson,3
Craftworks,11
Crafty Desires,5
Crafty Hamster,2
Crafty Hippy,3
Crafty Housewife Yarns,1
Crafty Jak's Boutique,6
Crafty Knits & Dyes,2
Crafty Lady Trio,2
Crafty Orchid's Fibers,1
Crafty That Way,21
Crafty and Crap,2
Crafty in a Good Way,3
CraftyisCool,1
Craftyyarn,1
Cranberry Creek Fibers,1
Cranky Knitter Yarn Co.,1
Cranston,1
Crash Into Ewe,4
Crasy,9
Crates of Wool,1
Crave Yarn,10
Crazy Dog Yarns,4
Crazy Girl Yarn Shop,1
Crazy Hat Lady,6
Crazy Monkey Creations,11
Crea,1
CreaLien Design,4
Create Yarnworks,2
Create with Adlibris,54
Created 4U by Laura,6
Creating with Sticks,1
Creations,3
Creativ Company,2
Creativ-Ecke,1
CreativLEI Made,6
Creative Anarchy Yarn,5
Creative Basics,3
Creative Corner,2
Creative Crafts Center,1
Creative Deva,3
Creative Ewe,2
Creative Fibres,2
Creative Place,2
Creative Spark Yarns,1
Creative Yarns (NZ),1
Creative Yarns (UK),7
Creature Comfort Craftworks,5
Creek Gardens Crafts,1
Creeping Bellflower,1
Cregneash,1
Crelando,30
Crenali,5
Creotime,1
Crescent Moon Ranch,1
Cria,2
Cricket Cove,6
Cricket Yarn Co.,1
Cristal,1
Critical Knits,3
Critical Sheep,2
Crochet Is Art Fibers,1
Crochet One Knit 2,1
Crochet Society,3
Crochet The Winter Hunter Yarns LLC,7
Crochet Treasures Yarn,1
Crochet UK,3
CrochetObjet,1
Croché Estrela,3
Crockpot Yarn,1
Croft 29,1
Croft Wools,1
Crookabeck Angoras,3
Crookabeck Herdwicks,2
Crooked Kitchen Yarn,35
Crosspatch Creations,4
Crow & Crescent Yarn,1
CrowKnits,2
Crown,1
Crucci,34
Cruellas Natural Fibre Boutique,1
Crumbz Own Yarns,1
Crux Fibres,13
Crystal Yarn,4
Crystalskye's Hand Dyed,5
Crème de Laine,3
Créa Pecam,3
CréartLaine,13
Créations Telle mère telle fille,2
Créations Triko-Tuk,2
Créations du Bochaine,12
Ctrl+z,1
Cucirini Tre Stelle,5
Cuckoo Yarns,2
Cuddlebums,10
Cuentapuntos,1
Culture Pop,6
Cumberland Fiber Works,2
Cup of Tea Yarn,2
Cupcake Fiber Company,3
Cuppa Yarn,3
Curated Yarn Co,3
Curious Creek Fibers,20
Curl Yarns,1
Cushendale Woollen Mills,2
Custom Woolen Mills Ltd,10
Custom Yarns by Linda,1
Cutthroat Yarn,12
Cygnet,35
Cynthia Yarns,1
Cyzaki Yarns,1
Céleste,1
D n D Fibers,9
D'Plata,2
DBNY,6
DHFZ,1
DHG,2
DIVA LINE CLASSIC,1
DMC,124
DSL Ltd.,1
DT Craft & Design,10
DY Choice,17
DYELOTS! fiber ART studio,1
DYS Homespun Yarns,1
Daefea Knits,1
Daffodil Road Artisan Yarns,4
DagmarEir,5
Dahlia's Curls,1
Dahua Textile Products,2
Daily Fibers,2
Dainty Loops,1
Daiqing/黛青,2
Dairing,20
Daiso,49
Daisy Stitch Co,4
Daizie Knits,13
Dakine Dyes,1
Dale Garn,21
Dalmatinka,2
Damselfly Yarns,7
DanDoh Yarn,3
Dances With Yarns,3
Dances with Wools,1
Dancing Fibers,2
Dancing Leaf Dyeworks,10
Dancing Skies Fiber Arts,9
Dandelion Knits,22
Dandelion Yarns,12
Dandelion and Dogwood,6
Dandelions & Daisies Fiber Arts,9
Dangora,1
Daniela's Wolltopf,4
Danmore Hobby,1
Danys verwickelte Farbtraeume,1
Dapper Dreamer,4
Dapper Dye Works,17
Darice,9
Dark Harbour Yarn,9
Dark Horse Yarns,1
Dark Nights and Yarn Dreams,2
Dark Omen Yarn,4
Dark Starz Designs,1
Dark Yarns,4
Darkwave Fibers,3
Darlaine,2
Darlin' Dixie Knits,1
Darn Good Yarn,52
Darn Yarn MN,11
Darn-Knit NZ,7
Daruma,72
Das Brokkolischaf,4
Das Goldene Vlies e.G.,1
Das Mondschaf,15
Das Schneeschaf,13
Das Strickjulchen,1
Das Strickzimmer,4
Das Wollschaf,49
Das bunte Vlies,7
DasOderdeichschaf,1
Dashing Dachs,28
Dashing Mouse Designs,2
Dasiy,1
Datura Fiber Arts,2
Daughter of a Shepherd,12
David Grains,1
Davodix,1
Dawn Orchid,4
Dawning Dreams,3
Daybreak Dyeworks,1
Daydream Dyeworks,4
Daydream Yarns,6
De Filles En Aiguille,1
De Gildezusters,3
De Maille en Bas,9
De Noordkroon,1
De Origen Chile,1
De Rerum Natura,9
De Roopoorte,1
De Spinndönz,3
De Ullstee,1
De Vaort Angora,1
De Witte Engel,1
DeHart House Creations,1
DeSoto Bend Alpacas,1
Dear Husband,7
Dear Myna Yarns,4
Death by Yarn,2
Debbie Bliss,39
Debbie Macomber Blossom Street Collection,7
DebbieBHandmade,5
DebbieDuckYarns,1
Debsfibers,1
Debutante Yarns,13
Decadent Fibers,11
Decida,3
Decorative,1
DeeDeeLou Made,1
Deegu,1
Deelicious Discordia,1
Deep Creek Yarns,3
Deep Dyed Yarns,16
DeepWater DyeWorks,5
Defiknitly Yarns,1
Deichspinnerin,1
Deimatic Dyepot,3
Deitricks' Alpaca Ranch,1
Dekor Benker Textil,6
Delaware & Raritan,2
Delfino,1
Delfino Yarns,1
Delicato (?),1
Delicious Yarns,33
Delicious Yarns by Angie,1
Delirium Fiber Arts,1
Delly's Delights Farm,5
Delphi,3
Delteks,1
Deltex,9
Demelza’s Delights,1
Demon Dyeworks,1
Dempstah,1
Denso Fibre,1
Denys Brunton Designer Yarns,2
Department 71,21
Der Buntfaden,3
Der Wolli,1
Der-Wollschuppen,8
Deramores,9
Deranged Dyeworks,7
Desert Bloom Yarns,17
Desert Garden Farms,2
Desert Panda Fiber Arts,6
Desert Vista Dyeworks,14
Desert Weyr,4
DesiLoop,1
Design Spun,1
Design.Club.DK,4
DesignEtte,6
Designs By Mamta,4
Despondent Dyes,8
Destination Yarn,20
Devere Yarns,1
Devilbunny Dyeworks,5
Devilly Crochet,2
Devon Fine Fibres,3
Devon Sun Yarns,20
Dharma Dyeworks,5
Dharma Trading Co,9
Di Flero SRL,1
Di Gilpin,3
Diakeito,35
Diakonie WL,12
Diamond,21
Diamond Dyeworks,1
Diamond Fibers,1
Diana Collection ダイアナコレクション,24
Diane's Creations,1
DiarusMade,1
Dibadu,127
Dicentra Designs,8
Die Kleine Wollfabrik,14
Die Mercerie,4
Die WollLust,17
Die Wollnerin,10
Die Wollwichtel,2
Different producers,1
Dille & Kamille,1
Dimar's,1
Dimond Laine,8
Dina's Home of Crafts,4
Dina’s Home of Crafts,1
Dingo Dyeworks,6
Dingolondangos Lanas,12
Direful Yarns,15
Dirty Water DyeWorks,19
DiscoBaby Knits,27
Disdero Ranch,10
Disma,1
Distelfink Fiber,7
Distinct Fibers,1
Distortion Fibers,1
Distracted Knits,1
Distracted by Yarn,1
Distrifil,19
Dittany Dyes,3
Diva Iplik,3
Diversan,1
Divine Serenity,2
Diyana,1
Dizzy Blonde Studios,7
Dizzy Lizzie's,1
Dizzy Wig Fibers,2
Dizzy up the Girl,3
Dizzylettuce,17
Do or Dye Yarns,4
Doctor'd Yarn,1
Dodeka dyeworks,1
Dodgson Wood,4
Dodo Yarns,4
Doespins,9
DogStar Knits,1
Doggrell Designs,1
Dolores Morillas S.L.,2
Domaine des Nobles Alpagas,1
Dome Hill Yarns,3
Dona Agulha,1
Done Roving Yarns,31
Donegal Wool Spinning Company,1
Donegal Yarns,9
Dongbao,2
Donna Smith Designs,1
Doodlebirds Creations,6
Doodles in String,6
Dorchester Farms,1
Dorfgenaeht,2
Dornröschen-Wolle,19
DornröschensKeller,3
Dorthe Kruse Overgaard,1
Dot & Rocket,1
Dotori,1
Dottir Dyeworks,6
Doulton Flock,3
Dovetail Farms,1
Down Sheepy Lane,13
Downtown DyeWorks,3
Draadkracht,11
Drachenstein,2
Dragon Brook Yarn,2
Dragon Faery Dyeworks,3
Dragon Fly Dyes,1
Dragon Hill Studio,12
Dragon Hoard Yarn,21
Dragon Strings,18
Dragon Tail Fibres,1
Dragon Tale Yarn,1
Dragonflight Yarns,1
Dragonfly Dyewerx,12
Dragonfly Fibers,11
Dragonfly Italy,1
Dragonfly Yarn,4
Dragonflylotus Designs,2
Dragonkyn Fiber Arts,2
Dragons Breathe Fibre,1
Drailles - Laines des Cévennes,2
Drakes Hill Farm,1
Drama Llama Knitting Company,1
Draygone Yarnes,3
DreaMarie,1
Dream Art,1
Dream Catcher Alpacas,1
Dream Party Creation,1
Dream in Color,16
DreamPassion,19
Dreamers Place,1
Dreamers Yarn,2
Dreamfire Artisan Yarns,2
Dreams in Fiber,23
Dreamspinners,3
Dream　(ドリーム),4
Dresow Family Farm,2
Drewella Designs,1
Driftwood Farms Yarn Co.,2
Dripping Fiber Studios,10
Drooling Over Yarn,3
Drover & Classer,2
Drumlin Farm,1
Druzy Rising,4
Du Store Alpakka,9
DuDu,1
Dubai Knits,8
Dublin Dye,9
Duchess of Dyepots,3
Duck Duck Wool,27
Ducky Darlings Yarn,8
Duckydarlings,1
Dulcimer,6
Dundaga,7
Duo Design,1
Duode,1
Durable,34
Duramax,1
Duren DyeWorks,10
Dusty Dimples,4
Dusty Tree DyeWorks,6
Dutch Girl Yarns,3
Dutch Knitting Design,8
Dutch Wool Diva,25
Dutch Yarns,1
DutchMerino,1
Dutchess Yarns,2
Duttons Yarns Limited,2
Dwell Wool Knits,2
Dye Candy,23
Dye Cauldron,10
Dye Diana Dye,15
Dye Dye Done,16
Dye For Ewe,4
Dye Happy,2
Dye Hard Fibre Arts,9
Dye House Yarns,6
Dye Kitty Dye,1
Dye Lab Yarns,1
Dye Labs Yarn,1
Dye Lots Studio,12
Dye Mad Yarns,5
Dye Monkey Yarns,11
Dye Trying,1
Dye by Firelyght,1
Dye is Cast Yarns,5
Dye-A-Rama,1
Dye-Version,20
Dye2Spin,9
DyeAndKnitByKate,1
DyeForWool,13
DyeForYarn,30
DyeNinja,7
Dyeabolical,9
Dyed Bright Here,1
Dyed By Hand Yarns,12
Dyed Dreams,1
Dyed by Alfinete,7
Dyed by DaniDo,9
Dyed by Darrell Unique Handprints,2
Dyed by Darrin,6
Dyed in Heaven,4
Dyed in the Wool Yarn,2
Dyed in the Wool Yarn Co.,13
Dyeforsocks,2
Dyehouse Yarns by Serial Knitters,8
Dyeing Dream,1
Dyeing For A Yarn,1
Dyeing for Ewe,1
Dyeing to Fly,4
Dyeing to Please,2
DyeingtoKnit,12
Dyelectable Yarns,31
Dyelicious Yarn,18
Dyelot Yarns,2
Dyenamic Yarn,1
DyenosaurYarns,2
Dyepot.com,11
Dyer Bear Yarns,4
Dyer Supplier,25
DyerWolf Yarn Co.,1
Dyers Wool,1
Dyestock Yarns,3
Dyet Yarns,1
Dyetastic,9
Dyetex Inc,1
Dynasty Yarn,10
Dystopic Fibre,1
Dziergaczkowo,1
Dzined,3
Dörögdi Gyapjú,1
E. Miroglio,7
E.Miroglio,1
ECAFIL,5
EL. D. Mouzakis,20
EPA*UNIP,1
EPiC,1
EWE Fibers,1
Eaden Yarns,3
Eagle,1
Eagle Bend Alpacas,1
Eaglemoss Collections,1
Earl Grey Fiber Co.,16
Earth Guild,8
Earth Treasures,1
Earth and Empress Fibers,3
Earthly Hues,7
East Anchor Yarns,1
East Coast Yarn Company,2
East Hill Farm,1
Eastland Alpaca,1
Easy Home,2
Easy Knit Tricot Facile (Marotex),7
Easyknits.co.uk,74
Eat Knit and Dye,5
Eat Me Yarn,1
Eat This Knit That,1
"Eat, Knit, Dye",2
Ecafil best,1
Echeveau personnalisé,1
Echoview Fiber Mill,12
Echt Michele,4
Echtstudio,1
Eclectic Lemon,1
Eco Filati,2
Eco-Friendly,2
Eco-Stitch,6
Eco-Wrapz,16
Ecobutterfly Organics,17
Ecoestambres,1
Ecological Artist,1
Ecolution,4
Ecotintes,2
Edeka Private Label,1
Edelweiss Blossoms,3
Edelweiss Fibres,6
Eden Cottage Yarns,39
Edgewood Garden Studio,19
Edinburgh,1
Eiderstedter Schatz,1
EightPP,1
Eijan Kudontaputiikki,1
Einrúm,5
Einödwolle,6
Eki Riva,6
Eko handfärgade garner,4
Ekstra Motek,3
Ekstra-Motek,2
El Alpaca,1
El Condor,1
El Corte Inglés,2
El Coyote Ranch,2
El Gato,4
El Gato Negro,8
El Robledal de la Santa,23
El Taller de B&B,1
Elctrk Love Yarn,2
Elderberry Farm,4
Elderberry Yarns,1
Elderflower Stitches,1
Electric Carnation,2
Electric Sheep Fiber Arts,2
Elegantly Twisted Yarns,6
Elemental Affects,12
Elemental Fiberworks,7
Elevate Fiber Arts,9
Elfenwolle,3
Elgin Knit Works,3
Elian,20
Elif Dantel,1
Elina,1
Eline & Laines,18
Elisa,11
Elisabeth Kaiser,3
Elisabeth's Llama Ranch,1
Elite,1
Elitespun,6
Elizabeth Austen,10
Elizabeth Pawle,3
Elizabeth's Designs,7
Ella Rae,43
Elle (Saprotex),41
Elle Tricote,4
ElleNor,21
Ellemelle,1
Ellen's Half Pint Farm,20
Ellie And Ada,7
Ellie's Reclaimed Cashmere,1
Elliebelly,36
Ellyn Cooper's Yarn Sonnets,41
Elm Tree Yarns,4
Elotroi,1
Elsa Williams,1
ElsaWool,9
Elsebeth Lavold,6
Elsewhere Fibers,1
Elsie & Everly,5
Eluded Fibres,8
Elvincraft,28
Emelilyknits,5
Emerald Isla Yarns,1
Emerald Lotus Fiberarts,3
EmiB tout a L'aiguille,3
Emibtoutalaiguille,1
Emilcotoni,4
Emilia & Philomene,16
Emily C Gillies,9
Emiteri Yarns,12
Emma's Daughter,1
Emma's Yarn,23
Emmarose Yarns,3
Emmebi,14
Emmy Couture Yarns,3
Emotive,6
Empty Pockets Alpaca Farm,1
Emtothethird Yarn Co.,2
Emu,8
Enablerie,6
Encayarns,9
Enchanted Fibers,1
Enchanted Forest Fibers,15
Enchanted Grove Alpacas,1
Enchanted Knoll Farm,18
Enchanted Meadows,3
Enchanted Sheep,3
Enchanted Sky Enterprises,3
Enchanting Design,1
End of the World Farm,3
Englegarn,3
Enrico Coveri,1
Ensign Brook Farm,1
Enting Fibercraft,1
Entre Soeurs Et Laine,4
EntreSoeurLaine,1
"EnviroTextiles, LLC",1
Equinox Yarns,1
Erdal,13
Erica Laurell,1
Erika Knight Yarns,13
EsTeresa Yarn Creations,4
Esencia,1
Esencia Tejidos,2
Esito,5
Espace Tricot,6
Espaço Estela,2
Essence of Autumn Yarn,21
Essential Fiber,13
Essevy,1
Estambre del Bosque,2
Estambres Italia,2
Estambres Karina,1
Estambres Roberto,2
Estee,1
Estelle Yarns,41
Ester Bitran Hand-Dyes,1
Esther Purl Fibers,1
Et Cetera Crafts,1
Eternity Ranch Yarns,7
Ethereal Fibers,18
Etherische Öle und Mehr,15
Ethnic Crafts Ltd,1
Etrofil,14
EuphoriaKnits,13
Euro Baby,16
Euro Yarns,16
Euro-Tex,1
EuroRoma,4
Ev3,2
Eva1959 Designs,1
Eve Chambers Textiles,6
Ever After Yarns,1
Ever Improving Me,2
Everbilt,2
Evergreen Fiber Works,8
Evergreen Yarn Studio,2
Everlea Yarn,4
Everything Old,1
EviePants Wool,1
Evil Enabler Fiber Arts,1
Evil Genius Dye Lab,4
Evil little Goat,10
Evitskog Wool Works,1
Evizen Design,2
Ewas Sockenwolle,10
Ewe & Lea,4
Ewe & Me Merinos,1
Ewe & Ply,1
Ewe Ewe Yarns,5
Ewe Give Me the Knits (EGMTK),5
Ewe Hues,1
Ewe Knit & Sew,4
Ewe La La,3
Ewe Need Color,14
Ewe Spin Me,3
Ewe Who Knits,1
Ewe and Me Yarns,4
Ewe-Nited States of Fiber,5
Ewe-Phoria Yarns,7
Ewe3,1
Ewe4You,2
EweHue,1
EweMomma,7
Eweneek,3
Ewenique Fibres,2
Ewereka Yarn,5
Ewes Full Acres,1
Ewethful Fiber Farm & Mill,3
Ewetopia,19
Ex Libris Fibers,6
Excel Craft,3
Exclusive Yarns,1
Exmoor Horn Wool,2
Explorer Knits + Fibers,9
Expotex s.r.l,1
Expression Fiber Arts,87
Exquisitely Angora,2
Extravayarnza,4
Extri,1
Eylül,1
FDB,1
FEMM Design,1
FIBERRO,4
FIL.GRIFO snc-PERUGIA,1
FILMAR S.p.a.,2
FLUFF,11
FRÖ,1
Fab Funky Fibres,4
FabFunkyFibres,2
Fabel Knitwear,7
Faber & York,1
Fabiani,18
Fable Fibers,5
Fable Handknit,2
Fabulosity Yarn,3
Fabulous Fibres,3
Fabulousyarn,1
Facotti,2
FadenFreundin,2
Fadenbunt,8
Fadenhaft,1
Fadenliebe,3
Fading Flower Fibers,1
Faeriegrl Yarns,7
Faerieknitz,1
Faery Fiber,4
Fainting Goat Fiber Co.,3
Fair Isle Home Grown,1
Fair Isle Yarn,6
Faircroft,1
Fairfield Finns,2
Fairway Fibers,2
Fairy Realm Yarns,2
Fairy Tale Yarn Co,22
Fairy Yarnmother,1
Fairyblue,16
Faith Hope & Yarn,2
Faking Sanity,7
Fakta,3
Falby Design,1
Falkgarn,15
Falkland Island Sheep Owners Association,1
Fall Creek Fibers,7
Fall for November,7
Falling Leaf Yarns,2
Falls Church Fiberworks,3
FamilienDavidsen,1
Family Pendragon,1
Family Roots,11
Family Tree Yarns,2
Fan-Pel Collection,1
Fancy Fiber Farm,1
Fancy Image Yarn,9
Fancy Pants Fiber,3
